Hmong,English
Tus neeg mob muaj txoj cai xaiv txog cov kev coj ua ntawm nws lub neej nyob rau lub chaw uas tseem ceeb rau tus neeg mob.,The resident has the right to make choices about aspects of his or her life in the facility that are significant to the resident.
Tus neeg mob ntawd tsis txawj ki tus kab mob no rau luag tej txog thaum tej thaj liab tshwm tuaj,The patient doesn't become infectious - capable to transmitting the disease to others - until the rash appears
Tus neeg mob pom zoo rau qhov kev kho cia ua hauj lwm uas tau sau tseg nyob rau qhov kev npaj tu kho.,The resident agrees to the work arrangement described in the plan of care.
Tus neeg mob qhua maj qhua pias yuav kis tus mob tau rau thaum twg?,When is someone with chickenpox contagious?
Tus neeg mob rov zoo los txaus kom cia tso hloov chaw los sis tso tawm kiag tau,The resident�s health improves sufficiently to allow a more immediate transfer or discharge;
"Tus neeg mob tsis muaj peevxwm, tom qab tau ceeb toom tsim nyog thiab haum xeeb, los them rau (los sis kom Medicare los sis Medicaid them), ib qho nqi nyob ntawm lub tsev tu","The resident has failed, after reasonable and appropriate notice, to pay for (or to have paid under Medicare or Medicaid) a stay at the facility"
"Tus neeg mob tswj tuav txoj cai loss iv cov cai uas tsis tso rau tus neeg sawv cev tus neeg nob, nrog rau txoj cai los thim kev tso cov cai, tsuas ntshe Xeev txoj cai ho muaj kev txwv","The resident retains the right to exercise those rights not delegated to a resident representative, including the right to revoke a delegation of rights, except as limited by State law"
Tus neeg mob tus neeg sawv cev muaj txoj cai siv tus neeg nyob cov cai txog rau qib uas tso cov cai ntawd rau tus neeg sawv cev,The resident representative has the right to exercise the resident�s rights to the extent those rights are delegated to the resident representative
Tus neeg mob tus neeg sawv cev uas tsev hais plaub tsa no siv tus neeg mob cov cai txog rau qib uas ib lub tsev hais plaub pom tias tsim nyog,The court-appointed resident representative exercises the resident�s rights to the extent judged necessary by a court of competent jurisdiction
"Tus neeg mob uas tsis tau muaj hnub nyoog 18 xyoo raws li txhais nyob hauv Seem 7 mas yuav tsis pub leej twg cais nws thiab pav nws lub cev, ntshe yog tias thaum nws yuav ua rau nws tus kheej los sis lwm tus neeg raug mob mas thiaj li yuav txwv nws tau",A minor patient who has been admitted to a residential program as defined in Section 7 has the right to be free from physical restraint and isolation except in emergency situations involving likelihood that the patient will physically harm the patient�s self or others
tus neeg mob uas tuaj rov qab mus tsev tsis pw hauv tsev kho mob,outpatient
"Tus neeg mob yuav tau them, yog tias lub tsev tu raug tsub nqi kom them los ntawm kev cia rau tus neeg mob siv","At the resident�s expense, if any additional expense is incurred by the facility to provide such access to the resident"
"Tus neeg mob, thaum paub txoj cai no lawm, muaj cai xub hloov chaw ua ntej lub sij hawm ceeb toom tseg yuav tas","The resident, informed of this right, may choose to relocate before the notice period ends"
Tus neeg muaj mob qhua maj tuaj yeem kis tau rau lwm tus neeg txij 7 hnub ua ntej mus txog 7 hnub tom qab pom cov pob liab,A person with rubella can spread it to others from 7 days before until 7 days after the rash appears
tus neeg muaj tus kab mob uas kis tau rau lwm tus,carrier
Tus neeg nyob txim,Inmate
Tus neeg pab kho ob tog,Mediator
tus neeg quav yeeb quav tshuaj,drug addict
"tus neeg raug tsim txom, quab yuam",victim
Tus neeg raug xaiv npe ua ib yam dab tsi,Designee
"Tus neeg saib xyuas tus neeg mob los sis ib tug neeg txhawj txog tus neeg mob los sis tus neeg rau lawv tu, yog thaum tsis muaj tus neeg saib xyuas los sis tus neeg txhawj txog tus neeg mob los sis tus neeg rau lawv tu lawm, muaj cuab kav hais kom lawv tsis txhob hla tus neeg mob los sis tus neeg rau lawv tu txoj cai","Any guardian or conservator of a patient or resident or, in the absence of a guardian or conservator, an interested person, may seek enforcement of these rights on behalf of a patient or resident"
"Tus neeg saib xyuas tus neeg mob los sis ib tug neeg txhawj txog tus neeg mob los sis, yog thaum tsis muaj tus neeg saib xyuas los sis tus neeg txhawj txog tus neeg mob lawm, muaj cuab kav hais kom lawv tsis txhob hla tus neeg mob txoj cai","Any guardian or conservator of a patient or, in the absence of a guardian or conservator, an interested person, may seek enforcement of these rights on behalf of a patient"
Tus neeg sawv cev yuav tsum xub xav txog tus neeg mob cov kev xav tau thiab kev nyiam nyob rau nws kev siv cov cai,The resident�s wishes and preferences must be considered in the exercise of rights by the representative
"tus neeg tau txais cov kev pab koom tes rau hauv tej yam kev coj xeeb ceem uas hloov cov nqe lus hauv kev ua hauj lwm ntawm tus neeg muab kev pab thaum yuav tag sim neej thiab tus tib neeg uas tau txais cov kev pab, los sis tsim ib qho chaw ua hauj lwm uas muaj kev tsim txom los sis tsis nyab xeeb rau tus neeg uas muab cov kev pab thaum yuav tag sim neej;","the recipient of services engages in conduct that alters the conditions of employment between the hospice provider and the individual providing hospice services, or creates an abusive or unsafe work environment for the individual providing hospice services"
"tus neeg txais tos qhua, teb xov tooj, thiab sau ntawv",receptionist
tus neeg txhais lus,interpreter
Tus neeg txhawj txog tus neeg mob no hais tau lawv thiab yog tias tus neeg saib xyuas tus neeg mob yog ib lub chaw ua num uas tus lub tsev hais plaub ntug hauv cheeb tsam tso cai rau lawv ua tus saib xyuas,An interested person may also seek enforcement of these rights on behalf of a patient or resident who has a guardian or conservator through administrative agencies or in district court having jurisdiction over guardianships and conservatorships
Tus neeg txhawj txog tus neeg mob no hais tau lawv thiab yog tias tus neeg saib xyuas tus neeg mob yog ib lub chaw ua num uas tus tswv txiav plaub ntug tso cai rau lawv ua tus saib xyuas,An interested person may also seek enforcement of these rights on behalf of a patient who has a guardian or conservator through administrative agencies or in probate court or county court having jurisdiction over guardianships and conservatorships
"Tus neeg uas huam kab mob TB nws yuav muaj mob thiab nws yuav kis tau cov kab mob rau lwm tus tib neeg nyob li thaum uas nws hnoos, txham, hu nkauj, los yog hais lus","A person with active TB disease is sick and can spread the germs when they cough, sneeze, sing, or talk"
tus neeg uas kam pub cov khoom hauv nws lub nrog cev rau lwm tus,organ donor
Tus neeg uas kws txiav txim plaub ntug tsa,Court Appointed
"Tus neeg uas muaj hom pob no yuav kis tau mus txog thaum cov pob ploj mus tag lawm, thiab tsis muaj cov pob tshiab xoo tawm tuaj nyob rau hauv sij hawm 24 teev","A person with these type of spots are contagious until spots have faded, and no new spots have developed within a 24-hour period"
Tus neeg uas pab neeg cuv npe/teev npe,Enrollment Specialist
Tus neg mob muaj txoj cai nws ntaub ntawv kho mob hais txog nws tus kheej,The resident has the right to access personal and medical records pertaining to him or herself
tus nplaig,tongue
tus nqe,Score
Tus nqi them lub tsev laus,Average Nursing Home Cost
Tus nrog koj ntau tshaj yog tus yuav raug kuaj ua ntej,The people who spent the most time with you will be tested first
tus nru,uvula
Tus ntshauv saum taubhau yog ib hom kab uas tuaj yeem los nyob rau ntawm tibneeg tau,The head louse is an insect that can infest people
Tus pab daws teeb meem tsis txaus siab,Ombudsman
Tus pab kws kho mob,Nurse
Tus pab kws kho mob,Nurse Practitioner
Tus pab tswv yim,Advocate
Tus pab tswv yim rau cov tswv cuab,Member Advocate
Tus pab tu,Caretaker
tus pab tus kws kho mob thiab sau tau tshuaj,physician assistant
tus pas lossis tus roj hmab ntsaws mus rau poj niam lub tsev menyuam kom txhob muaj taus menyuam,intrauterine device (IUD)
tus pas nrig,cane
tus pas ntsuas,meter
tus pas ntsuas kev kub kev txias ntawm lub cev,thermometer
"tus pas pav, zawm, thiab puab pob txha, nqaij, leeg los ua ke kom nyob li qub lossis txhob txav",splint
tus pas plaub ceg yoog mus kev,walker
tus pas txheem qhov tsos,crutch
tus paub muab tshuaj,traditional (folk) healer
tus po,spleen
tus po dawb,pancreas
tus pob txha nqaj qaum,vertebra
tus pos chob,splinter
Tus pw hauv tsev kho mob,Inpatient
tus qais,clavicle (collarbone)
Tus qauv ntawm lub chaw U.S. Environmental Protection Agency (EPA) rau cov dej haus es muaj cov tshuaj ntsev nitrate ntau li 10 milligrams ntawm cov tshuaj ntsev nitrate (muab luj li yog nitrogen) tauj ib liter ntawm cov dej haus (mg/L),The U.S. Environmental Protection Agency (EPA) standard for nitrate in drinking water is 10 milligrams of nitrate (measured as nitrogen) per liter of drinking water (mg/L)
Tus saib xyuas,Guardian
Tus saib xyuas kev ua hauj lwm pub dawb Tus neeg ua hauj lwm pub dawb,Volunteer Coordinator
Tus sawv cev,Proxy
tus sawv cev ntawm cov neeg mob,patient advocate
Tus tau tso cai yuav khoom,Authorized Buyer
Tus tau txais kev pab,Recipient
Tus tau txais kev pab lub npe,Recipient name
Tus thawj tswv tsev,Case Head
Tus them tsis taus qhov nuj nqis lawm,Defaulter
Tus thov kev pab,Applicant
tus thwj tim kho mob,fellow
tus tib neeg pab kws kho mob,medical assistant (MA)
tus tib neeg tsis meej pem,insane
Tus Tswv Daim Ntawv,Child/Subject
Tus tswv hauj lwm,Employer
Tus tswv txais nyiaj,Payee
Tus twg raug cov tshuaj no nyob dhau tsib hnub tsis tuag ces kuj yuav zoo taus thiab,People who survive more than five days have a good chance of recovering
tus txawj khawv koob,traditional (folk) healer
tus txawj kho hom mob ntawd,specialist
tus txawj neeb,traditional (folk) healer
tus txawj yaig,traditional (folk) healer
tus txha mos kem caj ntswm,deviated nasal septum
tus txha plab hlaub,fibula
Tus txheej txheem kev npaj yuav tsum---,The planning process must�
tus txhuam hniav,tooth brush
tus txiav,pancreas
Tus txwj nkawm uas yog poj niam los sis txiv neej tib yam ntawm tus neeg mob yuav tsum tau kev saib xyuas tib yam nkaus li tus txwj nkawm uas tsis yog yog tias kev txwj nkawm yeej siv tau raws cai nyob rau lub caj ciam uas tau nyob ua ke los,The same-sex spouse of a resident must be afforded treatment equal to that afforded to an opposite-sex spouse if the marriage was valid in the jurisdiction in which it was celebrated
Tus ua hauj lwm pab saib ib tus neeg los yog ib tsev neeg,Case Manager
Tus ua hauj lwm pab saib ib tus neeg los yog ib tsev neeg,Case Worker
tus xeeb ceem phom sij,risk behaviors
Tus yam ntxwv mob yuav tshwm sim pib 8-10 hnub tom qab kis tau kab mob vaislav Ebola tiam sis tuaj yeem tshwm sim ntxov li 2 hnub txog rau 21 hnub tom qab kis tau kab mob,Symptoms most commonly start 8-10 days after coming into contact with the Ebola virus but can occur as early as 2 days to up to 21 days after exposure.
Tus yam ntxwv ntawm tus neeg kis kab Ebola zoo li cas?,What are the symptoms of Ebola disease?
tus/cov neeg uas twb kis tau tus mob lawm,infected (person/ people)
"Twb ob lub hlis lawm txhij thaum kuv mus ntsib kuv tus kws kho mob los, thiab kuv hnov zoo li yog ib tug neeg uas txawv kiag lawm","It has been two months since I saw my doctor, and I feel like a different person"
Twb tau khaws ob peb tus kab mob no hauv cov tsev kawm txuj ci tom qab twb tshem yam kab mob no tawm ntawm lub ntiaj teb mus thiab tam sim no peb xav tias luag tej twb muab qhov no pauv ua ib yam zoo li ua riam ua phom,A few samples of the smallpox virus were kept for laboratory use after the illness was eradicated - and there is now reason to believe that the virus may have been adapted for use as a weapon
twb ua mob/kis rau lawm,infected
twm lossis nyeem ntshav qab zib,blood glucose reading
"Txais ntaub ntawv qhia los ntawm cov koom haum pab neeg mob, thiab kom tau lub sij hawm los cuag nrog cov koom haum ntawd","Receive information from agencies acting as client advocates, and be afforded the opportunity to contact these agencies"
txaj muag,nervous
txaus siab,consent
txawj mob txawj zoo,on and off (adverb)
"Txawm kuv yuav ua dab tsi los xij, kuv yeej cheem tsis tau tej kev xav no li","No matter what I did, I couldn�t stop the thoughts"
"Txawm li cas los xij, hu rau koj tus kws kho mob yog koj pom muaj cov tsos mob nram qab no:","However, contact your doctor if you notice any of the following symptoms:"
"Txawm li cas los xij, niaj hnub tam sim no tus kab mob qhua maj qhua pias kuj tsis tshua pom muaj lawm, thiab feem ntau kuj nyuaj uas yuav saib kom pom qhov sib txawv ntawm lwm yam kab mob xoo pob, xws li kab mob tes, taw, thiab qhov ncauj","However, chickenpox is now less common, and is often difficult to differentiate between other rash illnesses, such as hand, foot, and mouth disease"
"Txawm li cas los xij, qee zaum cov kab mob pob hlwv dej tuaj yeem ua rau paub tsis meej nrog rau tus kab mob vais lav tawm hlwv dej ntawm di ncauj (herpes simplex virus), los sis lwm yam kab mob pob liab","However, shingles can sometimes be confused with herpes simplex virus, or other rash illnesses"
"Txawm li cas los xij, tej tsos mob uas nquag hais qhia los txog niaj hnub tam sim no muaj xws li: Ua npaws lossis tshee Mob taubhau Mob thooj leeg nqaij Sab heev lossis tsis muaj zog Zoo ib yam li kev ua mob npaws sib taug lw los ntawm kab zuam tom, qee cov neeg mob muaj mob vim B. miyamotoi rov qab tshwm sim cov yeeb yam mob ua ntej yuav kuaj xyuas thiab kho","However, the most common symptoms reported to date include: Fever or chills Headache Muscle aches Tiredness or weakness Similar to tickborne relapsing fever, some patients with illness due to B. miyamotoi have described recurring symptoms prior to diagnosis and treatment"
"Txawm li cas los xij, tej tsos mob uas nquag hais qhia los txog niaj hnub tam sim no muaj xws li: Ua npaws lossis tshee Mob thooj leeg nqaij lossis mob pob qij txha Mob taubhau Nqaij ua pob xoo Zoo ib yam li tus kab mob Lyme uas tshwm sim los ntawm B. burgdorferi, kev mob pob tes (pob qij txhaj nruj thiab o liab) kuj pom tshwm sim rau cov neeg muaj mob ntev mus los ntawm B. mayonii","However, the most common symptoms reported to date include: Fever or chills Muscle or joint pain Headache Rash Similar to Lyme disease caused by B. burgdorferi, arthritis (joint inflammation and swelling) has also been reported as a later stage of infection in patients with illnesses due to B. mayonii"
"Txawm li cas los xij, tus kab mob no tuaj yeem ua rau muaj teeb meem muaj mob loj rau cov neeg laus, me nyuam mos, thiab cov hluas, nrog rau cov neeg uas cev xeeb tub los sis lub cev tsis muaj zog tiv thaiv kab mob tau","However, the disease can cause serious health problems in adults, infants, and teens, as well as those who are pregnant or have a weakened immune system"
"Txawm li cas los xij, tus neeg uas tsis tau muaj kab mob qhua pias los sis tsis tau txais cov tshuaj txhaj tiv thaiv kab mob pob hlwv dej tuaj yeem kis kab mob qhua pias los ntawm ib tus neeg uas muaj kab mob pob hlwv dej","However, a person who has never had chickenpox or has never received the varicella vaccine can get chickenpox from someone who has shingles"
"Txawm tias cov dej tsoom fwv tso tuaj rau ib zej tsoom haus tsis tas kom yuav tsum tau kuaj seb puas muaj cov txhuas tooj hlau Manganese, tej co dej tsoom fwv tso tuaj rau ib zej tsoom haus kuj kuaj seb puas muaj cov txhuas tooj hlau Manganese ua ntej los yog tom qab siv tshuaj tua cov kab mob hauv cov dej tag","Although public water systems are not required to test for manganese, some Minnesota community public water systems test for manganese either before or after treating water"
"Txawm tias ib txoj kev txhaj tshuaj tiv thaiv kab mob tsis tiv thaiv txhua txhua tus neeg, yog tias txhaj tshuaj ua ntej peb hnub tom qab nyob ze tus kab mob qhua taum no yuav pov hwm yus zoo ib yam li yus twb mus txhaj txhuaj tiv thaiv kab mob ua ntej koj tau mus ze tus kab mob no","While no vaccine offers perfect protection, vaccinating within three days after being exposed to smallpox offers the same level of protection as getting vaccinated before you�re exposed"
Txawm tias kev sim tshuaj (Mantoux Test) qhia tias koj tsis tau mob los ib qho zoo uas noj tshuaj tiv thaiv rau,They may need to take medicine even if their Mantoux test is negative
"Txawm tias koj twb xav koob tshuaj BCG lawm los, koj mus sim tshuaj kab mob TB tseem tau","Even if you have had BCG vaccine, you can have a TB skin test"
Txawm tias qhov kev mob ua tsis tau rau neeg tuag los yuav ua tau rau kom coob leej ntau tus mob,"Though rarely fatal, it can make a lot of people sick"
"Txawm tias tsis tau muaj ntaub ntawv qhia pom tseeb tias cov tshuaj no zoo siv, kuj muaj tej tug tau hais qhia tias kuj pab tau lawv hloov siv lwm yam thaum siv tshuaj tua ntshauv tsis ua hauj lwm, lossis thaum txhawj tias cov tshuaj tua ntshauv muaj ceem thiab tsis zoo siv zawv plhaubhau ntau zaus","Although there is little scientific information to support these methods, successful treatment has been reported using several alternative treatments when conventional treatments haven�t worked, or when there is a concern about the toxicity of using head lice control products repeatedly"
Txawm tias tus kab mob brucellosis no yuav ua rau koj mob heev los nws yeej tsis ua kom koj tuag tau,"Although brucellosis can make you very sick, it is rarely fatal"
txawv txav,abnormal
txha duav pu,scapula
txha nqaj qaum,spine
"txha nqaj qaum lov, zij, lossis txav ua rau lub log txha tawm tuaj",slipped disk
txha nqaj qaum suam qis,lower back (lumbar)
txha taub hau,skull
txhais caj npab,arm
txhais ceg,leg
txhaj (cov) koob tshuaj txhawb tiv thaiv kab mob,booster doses
txhaj tshuaj,injection
txhaj tshuaj,shot (injection)
txhaj tshuaj tiv thaiv kab mob,immunize
txhaj tshuaj tiv thaiv kab mob,vaccinate
txhaj tshuaj tiv thaiv kab mob kom raws sij hawm thiab caij nyoog,staying up to date on vaccines
txhaj/nkaug ib koob tshuaj,give a shot
txham,sneeze
txhav,stiffness
Txhawb,Encourage
txhawj,nervous
txhawj xeeb,worry
"txhawj xeeb, ntxhov siab, ua rau lub siab nyob tsis tus",anxiety
TXHAWM RAU KAWM PAUB NTAU NTXIV TAU TXHUA SIJ HAWM,TO LEARN MORE AT ANY TIME
"Txhawm rau kom ntseeg tau tias qhov kev kuaj raug, koj yuav tsum hnoos cov hnoos qeev los ntawm qhov tob hauv koj lub ntsws tuaj","To be sure the test is accurate, you must cough up sputum from deep inside your lungs"
"Txhawm rau kom paub meej qhov kev kuaj mob, koj tuaj yeem kuaj xyuas cov qauv ntawm cov pob khaus los sis khaub puab seb puas muaj tus kab mob vais lav ua hlwv dej ntawm daim tawv nqaij (varicella zoster virus) nyob rau ntawd","To confirm the diagnosis, samples from the rash blisters or scabs can be tested to see if the varicella zoster virus is present"
"Txhawm rau kom paub meej, koj tus kws kho mob yuav tshuaj xyuas koj thiab xyoo hluav taws xob rau lub hauv siab","To be sure, your health care provider will examine you and do a chest xray"
txhaws ntswg,congestion
Txhaws qa,Hoarseness
txhaws qa hais lus tsis nrov,hoarse
txhaws qhov ntsej,plugged ear
Txheeb xyuas,Assessment
Txheej me 1,Subdivision 1
Txheej me 12,Subd.12
Txheej me 13,Subd.13
Txheej me 15,Subd. 15
Txheej me 16,Subd. 16
Txheej me 18,Subd. 18
Txheej me 19,Subd.19
Txheej me 2,Subd. 2
Txheej me 20,Subd. 20
Txheej me 4,Subd. 4
Txheej me 5,Subd. 5
Txheej me 6,Subd. 6
Txheej me 7,Subd. 7
Txheej me 8,Subd. 8
Txheej me 9,Subd. 9
txheej npluag dawb npog lub ntsiab muag,cornea
txheej npluag qhwv nram qab lub qhov muag,retina
txheej nqaij hauv lub tsev menyuam,endometrium
txheej nqaij uas nyob saum yus cov ntshav liab uas qhia tias yus muaj hom ntshav twg + (positive) lossis - (negative),RH factor
txheej tawv thaiv tus txha hniav,enamel
txheej yeej yeej hauv ntsiab muag,lens (of eyes)
"Txhim kho raws Xeev txoj Cai yoglub tsev tu pom tias qhov kev yuam cai uas tau liam tias muaj rau tus neeg mob yeej muaj tiag los sis yog pom los ntawm ib lub chaw sab nraud uas muaj cai, xws li lub State Survey Agency, Quality Improvement Organization, los sis yog chaw hauj lwm tub ceev xwm rau ib cheeb tsam hais tau tseeb tias yeej muaj qhov kev yuam cai rau ib tug neeg mob twg cov cai los xij nyob rau nws kev lub lag dej num; thiab","Taking appropriate corrective action in accordance with State law if the alleged violation of the residents� rights is confirmed by the facility or if an outside entity having jurisdiction, such as the State Survey Agency, Quality Improvement Organization, or local law enforcement agency confirms a violation of any of these residents� rights within its area of responsibility; and"
Txhob cia cev xeeb tau tub thaum tseem noj cov INH-RPT,Avoid becoming pregnant while taking INH-RPT
Txhob cia qhua tuaj hauv koj lub tsev,You may need to keep visitors away from your home
"Txhob hais los sis kom cov neeg mob los sis neeg mob uas muaj feem tau nyob xuam lawv cov cai ua muaj nyob rau theem no thiab nyob rau xeev, tsoom fwv los sis ib cheeb tsam cov cai muab ntaub ntawv uas dhos, muaj nrog tiam sis tsis tas rau lawv cov cai rau Medicare los sis Medicaid; thiab","Not request or require residents or potential residents to waive their rights as set forth in this subpart and in applicable state, federal or local licensing or certification laws, including but not limited to their rights to Medicare or Medicaid; and"
Txhob hais los sis kom cov neeg mob los sis neeg muaj feem tau nyob xuam cai tsis kom lub chaw tu them pauj yog khoom ntiag tug ho poob ploj,Not request or require residents or potential residents to waive potential facility liability for losses of personal property
"Txhob hais los sis kom muaj lus los sis ib daim ntawv lav tau hais tias cov neeg mob los sis neeg muaj feem tau nyob tsis muaj cai tau, thiab yuav tsis thov, Medicare los sis Medicaid cov kev pab","Not request or require oral or written assurance that residents or potential residents are not eligible for, or will not apply for, Medicare or Medicaid benefits"
"Txhob Raug Tsim Txom, Tsis Saib Xyuas, thiab Siv","Freedom from Abuse, Neglect, and Exploitation"
"Txhob siv kev tsim txom ua lus cem, rau siab ntsws, rau cev nqaij chaw mos, los sis lub cev, ntaus, los sis cais tawm uas tsis yeem","Not use verbal, mental, sexual, or physical abuse, corporal punishment, or involuntary seclusion;"
"Txhua lub chaw tu kho kev mob tsis nchav, thiab txhua lub chaw tu kho uas siv tshaj ob tus neeg los muab kev pab kho hlwb kho siab ntsws rau neeg mob sab nraud yuav tsum muaj lawv ib txoj txheej txheem kev rau taug vim tsis txaus siab uas, tsawg kawg nkaus, teev qhia seb kom yuav tau ua li cas mus ntxiv; qhia tias muab sijhawm hov ntev, nrog rau sijhawm kom lub chaw tu kho teb paub; xyuas kom tus neeg mob tau kev pab los ntawm ib tug neeg pab txhawb; kom teb ntawv rau cov lus sau kev tsis txaus siab; thiab kom muaj ib qho kev txiav txim raws sijhawm los ntawm ib tug neeg txiav txim tsis tuaj leej twg tog yog ho hais tsis sib haum txog qhov kev tsis txaus siab.","Every nonacute care facility, and every facility employing more than two people that provides outpatient mental health services shall have a written internal grievance procedure that, at a minimum, sets forth the process to be followed; specifies time limits, including time limits for facility response; provides for the resident to have the assistance of an advocate; requires a written response to written grievances; and provides for a timely decision by an impartial decision maker if the grievance is not otherwise resolved"
Txhua lub chaw tu kho yuav tsum muab kev pab thiab chaw rau tej kev sib ntsib,Each facility shall provide assistance and space for meetings
Txhua lub qe ntshauv uas poob saum taubhau los yeej daug tsis tau lossis rov qab mus dhos saum taubhau tsis tau,Any nits that fall off the head will not hatch or reattach
Txhua lub qhov dej haus khawb tshiab hauv lub xeev Minnesota yeej kuaj seb puas muaj tus kab mob coliform bacteria,All newly constructed drinking water wells in Minnesota are tested for coliform bacteria
"Txhua qhov chaw tu neeg uas neeg pw kho mob, txhua qhov kev pab cuam tu neeg raws li txhais hauv Seem 7, thiab txhua qhov chaw uas txais coob tshaj ob tus neeg ua hauj lwm uas muab cov kev pab txog kev nyuab siab uas tsis pw kho mob mas yuav tsum muaj daim ntawv qhia sawv daws txog tus txheej txheem cob lus tsis txaus siab rau tus neeg saib xyuas nyob hauv lub chaw; qhia saib lub chaw yuav siv sij hawm li cas thiaj yuav teb tau tej lus nug rov qab rau tus neeg; yuav tsum muaj ib tug neeg pab tus neeg mob ua tej ntaub ntawv; tej lus teb mas yuav tsum muab sau rau hauv ntawv tseg; thiab yuav tsum siv ib tug neeg coj nruab nrab ntug los daws tej teeb meem ntawd kom sai thiab ncaj nruab nrab ntug yog tias daws tsis tau qhov teeb meem","Every acute care in-patient facility, every residential program as defined in Section 7, and every facility employing more than two people that provides out-patient mental health services shall have a written internal grievance procedure that, at a minimum, sets forth the process to be followed; specifies time limits, including time limits for facility response; provides for the patient to have the assistance of an advocate; requires a written response to written grievances; and provides for a timely decision by an impartial decision-maker if the grievance is not otherwise resolved"
"Txhua tus neeg mob mas yuav tsis pub leej twg ntaus thiab quab yuam muab lawv khi thiab yuam haus tshuaj, tsuas yog thaum muaj ntaub ntawv ntawm tus kws kho mob pom zoo kom ua mas thiaj li ua tau, mus ib ntus raws li hais tseg, thiab tsuas ua qhov no thaum tsim nyog los tiv thaiv tus neeg mob tsam nws rov ua rau nws thiab lwm tus neeg raug mob.","Every patient shall also be free from nontherapeutic chemical and physical restraints, except in fully documented emergencies, or as authorized in writing after examination by a patients� physician for a specified and limited period of time, and only when necessary to protect the patient from self-injury or injury to others."
"Txhua tus neeg mob uas mob cancer rau ntawm lub mis mas yuav tsum qhia cov lus no rau kom nws paub meej, ua ntej los yog thaum lub sij hawm nws nyuam qhuav tuaj nyob ntawm lub chaw tu,txog txhua yam kev kho mob raws li nws paub, nrog rau kev phais, kev muab hluav taws xob tua, los sis kev txhaj tshuaj tua los sis cov no sib xyaws ua ke thiab cov kev tsis zoo uas tej zaum muaj nrog txhua txoj kev kho no","Every patient suffering from any form of breast cancer shall be fully informed, prior to or at the time of admission and during her stay, of all alternative effective methods of treatment of which the treating physician is knowledgeable, including surgical, radiological, or chemotherapeutic treatments or combinations of treatments and the risks associated with each of those methods"
"Txhua tus neeg mob uas muaj mob lwj mis (breast cancer) hom twg los xij yuav tsum tau txias lus qhia, ua ntej los sis thaum txais nkag thiab rau lub sijhawm thaum tseem nyob, txog lwm hom kev pab kho kom zoo uas tus kws kho yeej paub, uas yog muaj kev phais, siv hluav taws xob, los sis kev kho siv tshuaj tua kab mob los sis ntau yam kev kho los sib txuam thiab tej yam tsis zoo uas yuav muaj los ntawm txhua yam kev kho","Every resident suffering from any form of breast cancer shall be fully informed, prior to or at the time of admission and during her stay, of all alternative effective methods of treatment of which the treating physician is knowledgeable, including surgical, radiological, or chemotherapeutic treatments or combinations of treatments and the risks associated with each of those methods"
"Txhua tus neeg mob yuav tsum txhob raug yuam siv yeeb tshuaj los sis raug txheem tuav uas tsis yog los ntawm kev kho, tshwj tias ntshe ho muaj xwm kub uas tau sau tseg, los sis raws li tau sau lus tso cai tom qab tus neeg mob tus kws kho tau kuaj xyuas zoo mus txwm rau ib lub sijhawm tsis ntev ua tau teev tseg, thiab tsuas yog thaum yuav tsum tau ua los tiv thaiv tus neeg mob kom txhob ua mob sav rau nws tus kheej thiab rau lwm tus","Every resident shall also be free from nontherapeutic chemical and physical restraints, except in fully documented emergencies, or as authorized in writing after examination by a resident�s physician for a specified and limited period of time, and only when necessary to protect the resident from self-injury or injury to others"
Txhua tus neeg tuaj yeem muaj ntshauv saum taubhau tau,Anyone can get head lice
Txhua tus neeg uas tsis tau txhaj tshuaj tiv thaiv lossis tseem tsis tau mob qhua maj dua tuaj yeem tau txais cov kab mob,Anyone who has not been vaccinated or has not had rubella can get the disease
Txhua tus neeg yeej muaj tau tus mob no,Illness can occur in any age group
Txhua tus yeej kis tau TB,Anyone can get TB
"Txhua tus, txhua lub hnub nyoog, tuaj yeem kis tau txais tus kab mob CMV, thiab nws feem ntau tsis ua rau muaj cov tsos mob dab tsi hauv cov neeg txoj kev noj qab nyob zoo","Anyone, at any age, can get CMV, and it doesn�t usually cause symptoms in healthy people"
"Txhua xyoo, ceev faj lub sijhawm Rau Hli Ntuj lossis Xya Hli Ntuj vim muaj cov kab zuam tom heev tshaj",Risk peaks in June or July every year
Txhua yam kab mob plague yeej siv tshuaj tua kab mob tua tau,All forms of plague can be treated with antibiotics
Txhuas tooj hlau Manganese hauv Minnesota cov dej,Manganese in Minnesota�s Water
txia kua,secretion
txia zis,urinary incontinence
txiav,wean off
Txiav hlab zaus qe,Tubal ligation
txiav ntshav,abrasion
Txiav tsis haus luam yeeb,Smoking cessation
Txiav txim rau,Adjudicated
"Txij li thaum lub Ib hlis ntuj xyoo 2016, peb tau pom muaj tus kab mob ntsws TB (hu ua MDR TB) tiv taus ntau yam tshuaj muaj tshwm sim ntau zuj zus tuaj nyob rau hauv Minnesota","Since January of 2016, we have seen an increase of multidrug-resistance tuberculosis (MDR TB) in Minnesota"
"Txij li thaum Lub Tsib Hlis nrab 2022, tau txheeb pom muaj tus kab mob mpox hauv Teb Chaws Mes Kas, nyob rau tej qho chaw uas tsis tshua pom muaj dua","Since mid-May 2022, cases of mpox have been identified in the U.S., where cases don�t normally occur"
